	-0.008545	0.056763
	-0.007019	0.063782
	-0.014648	0.058899
	-0.009766	0.060730
	-0.009155	0.059204
	-0.002136	0.065002
	-0.010071	0.059204
	-0.007019	0.065613
	-0.004883	0.066528
	-0.007019	0.061035
	-0.001526	0.066528
	-0.005493	0.065308
	-0.012512	0.059204
	-0.009766	0.060425
	-0.008240	0.057983
	-0.007935	0.059204
	-0.013428	0.058594
	-0.009155	0.064087
	-0.003967	0.064392
	-0.004883	0.059814
	-0.007629	0.057373
	-0.014343	0.058289
	-0.010071	0.064697
	-0.010681	0.059509
	0.000000	0.065613
	-0.007629	0.059204
	-0.011292	0.059814
	-0.008545	0.066223
	-0.006409	0.066223
	-0.006104	0.060120
	0.001526	0.067139
	-0.004272	0.066528
	-0.011292	0.060730
	-0.013733	0.058594
	-0.001831	0.065613
	-0.001526	0.065308
	-0.010681	0.061035
	-0.006409	0.064087
	-0.011902	0.057678
	-0.003662	0.064697
	-0.010681	0.057678
	-0.006714	0.065308
	-0.007629	0.063782
	-0.007935	0.057678
	-0.005188	0.059814
	-0.009460	0.059204
	-0.013428	0.059509
	-0.012817	0.060120
	-0.006714	0.060730
	0.000916	0.065613
	-0.002747	0.065613
	-0.006714	0.066528
	-0.014648	0.058899
	-0.003052	0.066833
	-0.004272	0.059814
	-0.007629	0.059204
	-0.006409	0.066833
	-0.015259	0.058899
	-0.011597	0.058899
	-0.006714	0.060120
	-0.006714	0.058289
	-0.013123	0.058289
	-0.015259	0.058594
	-0.013123	0.057983
	-0.008240	0.058899
	-0.000610	0.065002
	-0.004578	0.064697
	-0.013123	0.059509
	-0.011597	0.058899
	-0.003357	0.065613
	-0.007935	0.058289
	-0.003052	0.065918
	-0.010681	0.060425
	-0.010681	0.060425
	-0.008850	0.059814
	-0.003357	0.064697
	-0.010071	0.060425
	-0.005798	0.064697
	-0.007935	0.061951
	-0.001831	0.066833
	-0.006409	0.061035
	-0.017090	0.055847
	-0.011902	0.059814
	-0.009460	0.060425
	-0.008850	0.059509
	-0.010071	0.057068
	-0.016479	0.057068
	-0.015564	0.058594
	-0.005798	0.062256
	-0.009155	0.057373
	-0.001831	0.063782
	-0.006409	0.064697
	-0.017700	0.057678
	-0.006104	0.063782
	-0.005493	0.059204
	-0.000916	0.065918
	-0.010986	0.060425
	-0.014343	0.059509
	-0.004272	0.066528
	-0.005493	0.059204
	-0.000305	0.066528
	-0.012817	0.059204
	-0.014954	0.057373
	-0.011597	0.060120
	-0.008545	0.059204
	-0.006104	0.059814
	-0.013428	0.058594
	-0.014343	0.059509
	-0.011597	0.058594
	-0.009766	0.057983
	-0.000916	0.065308
	-0.014038	0.056458
	-0.014343	0.060120
	-0.011902	0.057373
	-0.001526	0.063477
	-0.008545	0.058594
	-0.004272	0.065002
	-0.012817	0.060120
	-0.009766	0.060730
	-0.004578	0.061951
	-0.009155	0.058594
	-0.008545	0.061951
	-0.010681	0.060730
	-0.011292	0.059814
	-0.000305	0.066223
	-0.006409	0.059204
	-0.005493	0.065613
	-0.014038	0.059509
	-0.013123	0.058289
	-0.002136	0.065002
	-0.001221	0.064087
	-0.011597	0.059509
	-0.015564	0.057678
	-0.007324	0.065613
	-0.009155	0.058289
	-0.007324	0.057983
	-0.012512	0.056458
	-0.014343	0.058594
	-0.013123	0.059204
	-0.006409	0.060120
	-0.008850	0.056152
	-0.010376	0.058594
	-0.006409	0.065002
	-0.005798	0.066528
	-0.001526	0.065918
	-0.005798	0.060120
	-0.009460	0.060730
	-0.007629	0.064697
	-0.011292	0.060425
	-0.007629	0.059814
	-0.008850	0.056458
	-0.010986	0.060120
	-0.006409	0.066528
	-0.004578	0.065002
	-0.002747	0.065918
	-0.002441	0.064697
	-0.012512	0.058899
	-0.013123	0.059814
	-0.009766	0.058899
	-0.009155	0.057068
	-0.004272	0.064697
	-0.016174	0.056152
	-0.014038	0.058899
	-0.004578	0.065613
