	0.900574	0.015564
	0.905151	0.028687
	0.846558	0.016174
	0.904236	0.009766
	0.848389	0.047302
	0.877380	-0.004578
	0.886536	0.051880
	0.882263	-0.007629
	0.946960	0.048828
	0.852966	0.006714
	0.918274	0.026245
	0.882874	0.010681
	0.918579	0.016479
	0.873108	0.017090
	0.881348	0.014038
	0.875244	0.020447
	0.885010	0.016174
	0.863342	0.035706
	0.895386	0.003357
	0.890503	0.054016
	0.878601	0.003357
	0.921021	0.056152
	0.872192	-0.001831
	0.945740	0.029297
	0.872498	0.012207
	0.944824	0.012817
	0.898437	0.013733
	0.880432	0.007019
	0.849915	0.022278
	0.879211	0.000000
	0.882874	0.036926
	0.914001	0.004272
	0.908203	0.050354
	0.865479	-0.000305
	0.907593	0.045166
	0.859375	0.001831
	0.934143	0.033569
	0.885620	0.005188
	0.923157	0.020752
	0.874023	0.008850
	0.879822	0.017395
	0.874023	0.026245
	0.903015	0.002747
	0.878296	0.046692
	0.898743	0.005798
	0.900574	0.046997
	0.866089	0.002441
	0.916748	0.034790
	0.899963	0.005188
	0.958862	0.039978
	0.841980	0.001526
	0.882263	0.026245
	0.884094	0.009155
	0.922241	0.017700
	0.937805	0.030212
	0.863953	-0.002747
	0.818176	0.045776
	0.868225	-0.004578
	0.931702	0.047913
	0.906982	-0.001221
	0.906067	0.032043
	0.887146	0.019836
	0.948486	0.029602
	0.866699	0.008850
	0.930176	0.029602
	0.875549	0.006409
	0.879211	0.025330
	0.889893	0.024414
	0.885010	-0.002441
	0.866699	0.041809
	0.870056	-0.016479
	0.906982	0.061951
	0.888977	-0.009155
	0.921631	0.045471
	0.885010	0.017395
	0.954590	0.028381
	0.885925	0.022888
	0.905762	0.022888
	0.848083	0.008545
	0.860901	0.022278
	0.897827	0.014038
	0.920105	0.013733
	0.865479	0.032959
	0.859680	-0.019531
	0.878906	0.058594
	0.855713	-0.010681
	0.934143	0.042114
	0.899963	0.005188
	0.926208	0.022583
	0.870056	0.025940
	0.923462	0.026855
	0.880737	0.019531
	0.892639	0.023804
	0.861816	0.016174
	0.875244	0.018921
	0.896912	0.035095
	0.904541	-0.003052
	0.891724	0.050354
	0.866394	-0.009766
	0.943604	0.044861
	0.872498	0.005798
	0.939026	0.026245
	0.847778	0.013733
	0.892944	0.018311
	0.877380	0.021057
	0.894470	0.009766
	0.873413	0.028687
	0.888672	-0.003052
	0.854187	0.027771
	0.882568	-0.006714
	0.894470	0.041504
	0.889282	-0.000916
	0.934448	0.047302
	0.863647	-0.001221
	0.926514	0.048218
	0.846863	0.007324
	0.927734	0.024414
	0.891113	0.022278
	0.895081	0.009460
	0.857239	0.031433
	0.876770	-0.003662
	0.876465	0.038452
	0.880127	-0.001526
	0.896912	0.045471
	0.877991	-0.000305
	0.910645	0.033264
	0.869141	0.003662
	0.915222	0.033264
	0.878601	-0.003052
	0.938110	0.026245
	0.868530	0.014648
	0.868530	0.014648
	0.843201	0.031738
	0.898132	0.003357
	0.904541	0.046082
	0.871582	-0.010986
	0.904236	0.043335
	0.877991	0.003052
	0.920715	0.037842
	0.879517	0.001831
	0.905762	0.029907
	0.873718	0.013733
